5190;;;Aucun intérêt
5248;;;Personne n'a l'intention de passer la tondeuse aujourd'hui…
5263;;;Aucun intérêt
5287;;;Aucun intérêt
5349;;;ridicule
5412;;;Inefficace
5467;;;Pas judicieux
5640;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 9
5641;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 7
5647;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5648;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 7
5670;;;Le sol est parcouru de plusieurs faisceaux  laser invisibles infranchissables.
5674;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 7
5680;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
5681;;;Aucune manipulation n'est efficace
5682;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5683;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5684;;;Il s'agit d'un interrupteur à bascule
5687;;;En abaissant la manette, les lasers sont coupés. Enlevez le Token 03.
5689;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 9
5691;;;Aucune manipulation n'est efficace
5693;S;;Ce coffre est bien solide…Heureusement que j'avais prévu cette éventualité s'écrie Stacy. Prenez l'objet 32
5694;;;La porte est verrouillée par une simple serrure.
5701;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
5702;;;Aucune manipulation n'est efficace
5703;;;La porte est verrouillée electriquement
5708;;;La porte est verrouillée electriquement
5709;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 7
5710;;;Le sol est parcouru de plusieurs faisceaux  laser invisibles infranchissables.
5712;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
5713;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 7
5716;;;Il n'y a pas de serrure à forcer.
5718;;;Aucune manipulation n'est efficace
5726;;;Il s'agit d'un interrupteur à bascule
5728;;;Un garde surveille l'entrée de la maison.
5729;;;En abaissant la manette, les lasers sont coupés. Enlevez le Token 03.
5730;;;Le sol est parcouru de plusieurs faisceaux  laser invisibles infranchissables.
5736;;;Il s'agit d'un interrupteur à bascule
5738;;;Un garde surveille l'entrée de la maison.
5739;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
5740;;;Le sol est parcouru de plusieurs faisceaux  laser invisibles infranchissables.
5741;;;La porte est verrouillée electriquement
5742;;;Une porte de coffre bien lourde…
5746;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
5748;S;Pirater;Stacy, soignée, peut pirater le serveur. Lisez le chapitre 2.4
5749;;;La porte est verrouillée par un code, un tableau au dessus. Prenez l'enigme 10
5760;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5761;;;En abaissant la manette, les lasers sont coupés. Enlevez le Token 03.
5762;;;La porte est verrouillée electriquement
5763;;;Il faut trouver le code de l'énigme 10.
5764;;;Une porte de coffre bien lourde…
5768;;;Un garde surveille l'entrée de la maison. L'accès à la porte est impossible tant qu'il est là.
5769;;;Aucune manipulation n'est efficace
5780;;;La porte est verrouillée electriquement
5786;;;Il s'agit d'un interrupteur à bascule
5790;;;Un garde surveille l'entrée de la maison.
5791;;;Un garde surveille l'entrée de la maison. L'accès à la porte est impossible tant qu'il est là.
5792;;;Un garde surveille l'entrée de la maison. L'accès à la porte est impossible tant qu'il est là.
5793;;;Un garde surveille l'entrée de la maison. L'accès à la porte est impossible tant qu'il est là.
5794;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
5796;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
5798;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
5801;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
5802;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
5803;;;La présence du détecteur empêche d'atteindre la porte 17
5804;;;La présence du détecteur empêche d'atteindre la porte 17
5806;;;La présence du détecteur empêche d'atteindre la porte 17
5807;;;La présence du détecteur empêche d'atteindre la porte 17
5812;;;La porte est verrouillée par une simple serrure.
5813;;;La porte est verrouillée par une simple serrure.
5816;;;En poussant, la porte s'ouvre. Enlever la porte 20. Kim, Stacy et Murphy entrent dans la pièce 10.
5817;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5819;;;Une porte de service d'ouverture facile de l'interieur
5820;;;En poussant, la porte s'ouvre. Enlever la porte 20. Kim, Stacy et Murphy entrent dans la pièce 10.
5821;;;Trop éloigné et trop dangereux
5821;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 8
5823;;;Une porte de service d'ouverture facile de l'interieur
5824;;;Un garde surveille l'entrée de la maison.
5830;;;La porte n'est pas forçable
5834;;;On ne peut rien faire sur ces faisceaux lasers
5836;;;Une porte de service d'ouverture facile de l'interieur
5837;;;Une porte de service d'ouverture facile de l'interieur
5839;;;Une porte de service d'ouverture facile de l'interieur
5843;B;Assommer;Après avoir demandé pardon, Banks l'assomme. Enlever le garde, la carte 24 et le Token 01
5846;;;Une porte de coffre bien lourde…
5862;;;Il ne veut rien avouer...
5862;;;On ne manipule pas un garde comme ça...
5863;S;Dynamiter;Avec quoi ?
5864;;;ridicule
5870;;;Une porte de coffre bien lourde…
5871;;;Le sol est parcouru de plusieurs faisceaux  laser invisibles infranchissables.
5879;;;Il s'agit d'un interrupteur à bascule
5917;;;En mettant le feu à l'essence, vous convertissez le Token 02 en Token 03
5918;;;ridicule
5962;;;ridicule
6082;;;Un garde vindicatif qui vient déjà de blessé quelqu'un
6085;;;Lisez le chapitre 2.5
6091;;;ridicule
6092;;;Une porte est verrouillée par un digicode. Un tableau est au dessus, prenez l'énigme 6
6093;;;Lancer quoi ?
6095;;;Pas possible
6097;;;Un garde vindicatif qui vient déjà de blessé quelqu'un
6098;;;Un garde vindicatif qui vient déjà de blessé quelqu'un
6102;;;Un garde vindicatif qui vient déjà de blessé quelqu'un
6103;;;Un garde vindicatif qui vient déjà de blessé quelqu'un
6128;;;Puéril comme action
6129;K;Lancer;"Kim lance un Kunaï qui blesse le garde; il ne peut plus tirer mais reste un danger. Relancer 1mn d'alerte."
6132;K;Lancer;Le kunaï détruit le détecteur. Enlevez l'objet 27 et le Token 04.
6150;;;Il faut trouver le code de l'énigme 10.
6152;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
6153;;;C'est un tableau électrique.
6158;;;La fumée de combustion de l'essence permet de voir les faisceaux lasers mais reste infranchissable pour la plus part des gens.
6172;;;Une pochette d'allumettes ou il est inscrit sur le rabat 'perdu les losers !'
6174;;;Ce système est trop éloigné pour être manipulé.
6178;;;Le détecteur est très sensible, ça ne marche pas.
6180;;;Un détecteur de présence avec alarme. Impossible de passer
6182;;;C'est un tableau électrique.
6183;;;Des armes de lancer pour les ninja !
6185;;;Des armes de lancer pour les ninja !
6343;;;Cette porte est complètement verrouillée !
6344;;;Cette porte est complètement verrouillée !
6345;;;pas possible
6346;;;Cette porte est complètement verrouillée !
6347;;;Cette porte est complètement verrouillée !
6348;J;Déverrouiller;ça ne marche pas. Le verrouillage semble total !
6349;;;Cette porte est complètement verrouillée !
6350;;;Cette porte est complètement verrouillée !
6376;;;Trop étroit pour elle
6386;;;Trop visible pour faire quoique ce soit
6410;;;Pas possible
6442;;;Pas possible
6506;;;Pas possible
6567;;;Pas possible
6569;;;Cette porte est complètement verrouillée !
6570;;;Cette porte est complètement verrouillée !
6571;;;Cette porte est complètement verrouillée !
6572;;;Cette porte est complètement verrouillée !
6612;;;Pas possible
6632;;;Pas possible
6717;B;Manipuler;Banks arrive à faire monter Kim jusqu'au conduit ou elle se faufile. Lisez chapitre 2.6
6937;;;Cette porte est complètement verrouillée !
7368;S;Dynamiter;Stacy fait sauter le verrou du coffre. Jeter l'objet 22. Lisez le chapitre 2.3
7553;;;La porte est verrouillée par un système electronique mais il n'y a pas de terminal, ni de clavier, ni d'écran…
7554;;;La porte est verrouillée par un système electronique mais il n'y a pas de terminal, ni de clavier, ni d'écran…
7555;;;La porte est verrouillée par un système electronique mais Kim remarque une petite fente sur le coté…
7556;;;La porte est verrouillée par un système electronique mais il n'y a pas de terminal, ni de clavier, ni d'écran…
7557;;;La porte est verrouillée par un système electronique mais il n'y a pas de terminal, ni de clavier, ni d'écran…
7558;;;Pas efficace..
7559;;;Pas efficace..
7560;;;Pas efficace..
7561;;;Pas efficace..
7562;;;Pas efficace..
7563;;;Pas efficace..
7571;;;Pas d'interface pour hacker le système...
7573;;;inefficace
7574;;;inefficace
7575;;;inefficace
7576;;;inefficace
7577;;;inefficace
7578;;;inefficace
7579;;;inefficace
7580;;;inefficace
7581;;;inefficace
7582;;;inefficace
7583;;;inefficace
7584;;;inefficace
7585;;;inefficace
7586;;;inefficace
7587;;;inefficace
7588;;;inefficace
7589;;;inefficace
7590;;;inefficace
7591;;;inefficace
7592;;;inefficace
7593;;;inefficace
7594;;;inefficace
7595;;;inefficace
7596;;;inefficace
7597;;;inefficace
7598;;;inefficace
7599;;;inefficace
7600;;;inefficace
7601;;;inefficace
7602;;;inefficace
7603;S;Manipuler;La porte 21 s'ouvre (Enlevez la porte 21). Les personnages peuvent sortir. Lisez l'épilogue Mission 2.
9990;6;;La porte s'ouvre sur une petite pièce (sol 8). Il y a un uniquement une vieille tondeuse à gazon (objet 6)
9991;7;;La porte s'ouvre sur un couloir inaccessible (poser le sol 9 et le Token 02)
9992;8;;La porte s'ouvre sur une réserve (sol 8) avec les objets 3, 4 et 15
9993;9;;La porte s'ouvre sur un placard (sol 8) avec les objets 1 et 7
9994;10;;Enlever la porte 17. Lisez le chapitre 2.7
