4651;;;Cette porte est verrouillée par un mécanisme inaccessible.
4652;;;La porte est verrouillée par un code. La carte au mur doit être un indice. Prenez l'enigme 15
4653;;;On ne peux pas manipuler de l'eau…mais ce levier…
4657;;;La porte est vérrouillée avec un code, voir énigme 14
4658;;;La manipulation est inefficace. Prenez l'enigme 15
5091;;;Pas efficace.
5192;;;ça ne marche pas…
5284;;;Le bandage colmate la fuite. Après quelques instants, la sécurité passe au vert et la porte 21 s'ouvre. Lisez le chapitre 3.10
5320;M;Manipuler;Murphy prépare une injection. Jetez les objet 11 et 21. Prendre l'objet 18
5401;;;Pas efficace.
5640;;;Cette porte est verrouillée par un mécanisme inaccessible.
5641;;;La manipulation est inefficace. Prenez l'enigme 15
5647;;;La porte ne s'ouvre que si l'on tape le bon code…
5648;;;La manipulation est inefficace. Prenez l'enigme 15
5670;;;On ne peut pas nager dans ce liquide toxique…
5674;;;La porte est verrouillée par un code. La carte au mur doit être un indice. Prenez l'enigme 15
5680;;;La porte est vérrouillée avec un code, voir énigme 12
5681;;;Cette porte est définitivement scellée…
5682;;;La porte ne s'ouvre que si l'on tape le bon code…
5683;;;Cette écriture doit être du russe…
5684;;;Il y a ce levier sous l'eau…accessible pense Murphy
5687;;;Il faudrait être bon en apnée…Lisez le chapitre 3.3
5689;;;Cette porte est verrouillée par un mécanisme inaccessible.
5691;;;Cette porte est définitivement scellée…
5693;;;Une porte de sécurité, lourdement verrouillée...
5694;;;La porte est vérrouillée avec un code, voir énigme 14
5700;M;Medical;L'injection d'adrénaline sur Banks, multiplie sa force, changez la porte 15 par la porte 20. Jetez l'objet 18.
5701;;;La porte est vérrouillée avec un code, voir énigme 12
5702;;;Cette porte est définitivement scellée…
5703;;;Cette porte est définitivement scellée…
5708;;;Cette porte est définitivement scellée…
5709;;;La manipulation est inefficace. Prenez l'enigme 15
5710;;;On ne peut pas nager dans ce liquide toxique…
5712;;;La porte est vérrouillée avec un code, voir énigme 12
5713;;;La porte est verrouillée par un code. La carte au mur doit être un indice. Prenez l'enigme 15
5718;;;Cette porte est définitivement scellée…
5719;;;Il s'agit d'une barre de fer solide…
5726;;;Il y a ce levier sous l'eau…
5729;;;Il faudrait être bon en apnée…
5730;;;On ne peut pas nager dans ce liquide toxique…
5736;;;Il y a ce levier sous l'eau…
5739;;;La porte est vérrouillée avec un code, voir énigme 12
5740;;;On ne peut pas nager dans ce liquide toxique…
5741;;;Cette porte est définitivement scellée…
5742;;;Une porte de sécurité, lourdement verrouillée...
5743;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5746;;;La porte est vérrouillée avec un code, voir énigme 12
5749;;;Cette porte est verrouillée par un mécanisme. Voir énigme 13
5760;;;"Banks arrive à lire et dit : ""Il y a trois lettres en trop, A, H et K !"""
5761;;;Il faudrait être bon en apnée…
5762;;;Cette porte est définitivement scellée…
5763;;;Cette porte est verrouillée par un mécanisme. Voir énigme 13
5764;;;Une porte de sécurité, lourdement verrouillée...
5768;;;La salle est completement immergée.
5769;;;Cette porte est définitivement scellée…
5780;;;Cette porte est définitivement scellée…
5783;;;Une porte de sécurité, lourdement verrouillée...
5786;;;Il y a ce levier sous l'eau…
5791;;;La salle est completement immergée.
5792;;;Murphy pense que c'est faisable…
5793;;;La salle est completement immergée.
5810;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5812;;;La porte est vérrouillée avec un code, voir énigme 14
5813;;;La porte est vérrouillée avec un code, voir énigme 14
5817;;;Cette écriture doit être du russe…
5819;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5820;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5821;;;La porte ne s'ouvre que si l'on tape le bon code…
5823;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5831;;;Une porte de sécurité, lourdement verrouillée...
5832;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5834;;;Banks peut attraper ces barres. Allez au chapitre 3.4
5836;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5837;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5839;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5841;;;Une porte de sécurité, lourdement verrouillée...
5842;;;Une porte de sécurité, lourdement verrouillée…mais avec de la force…
5846;;;Une porte de sécurité, lourdement verrouillée...
5870;;;Une porte de sécurité, lourdement verrouillée...
5871;;;On ne peut pas nager dans ce liquide toxique…mais ces barres au plafond…
5872;;;Une porte de sécurité, lourdement verrouillée...
5879;;;Il y a ce levier sous l'eau…
6092;;;La porte est vérrouillée avec un code, voir énigme 12
6157;;;La porte est vérrouillée avec un code, voir énigme 14
6159;;;ça ne marche pas…
6170;;;Cette porte est verrouillée par un mécanisme. Voir énigme 13
6175;;;Non, pas possible…
6237;;;Inefficace
6343;;;La porte est fermée de manière solide.
6344;;;La porte reste bien fermée…
6345;;;La porte semble vouloir ceder mais il faudrait un levier…
6720;K;Lancer;Kim arrive à lancer la barre de fer à Banks qui la récupère !
6824;;;ça ne marche pas…
6853;B;Forcer;Malgré toutes ses forces, la porte ne cede pas….
6883;;;ça ne marche pas…evidemment !
6945;B;Forcer;La porte cède finalement. Gardez l'objet 20, enlevez la porte 19 et allez au chapitre 3.7
6976;B;Forcer;Mue par une puissance incroyable, Banks arrive à ouvrir la porte. Enlevez la porte 20 et lisez le chapitre 3.9
7553;;;Cette porte est verouillée par un système de sécurité qui detecte une emission de gaz toxique
7554;;;Cette porte est verouillée par un système de sécurité qui detecte une emission de gaz toxique
7555;;;Cette porte est verouillée par un système de sécurité qui detecte une emission de gaz toxique
7556;;;Cette porte est verouillée par un système de sécurité qui detecte une emission de gaz toxique
7557;;;Cette porte est verouillée par un système de sécurité qui detecte une emission de gaz toxique
7558;;;La manipulation de la porte ne donne rien.
7559;;;La manipulation de la porte ne donne rien.
7560;;;La manipulation de la porte ne donne rien.
7561;;;La manipulation de la porte ne donne rien.
7562;;;La manipulation de la porte ne donne rien.
9995;;;La porte s'ouvre. Enlevez la porte 18. Allez au chapitre 3.2
9996;;;La porte s'ouvre. Enlevez la porte 12. Allez au chapitre 3.5
9997;;;Le système déverrouille les portes 17 et 32. Allez au chapitre 3.8
9998;;;La porte s'ouvre. Enlevez la porte 33. Allez au chapitre 3.6
9999;;;La porte s'ouvre. Allez à l'épilogue de la mission 3.
